Latitude,Longitude,Time,prec
36.15000153,103.3500061,2018/11/1 10:30,0
36.15000153,103.3500061,2018/11/2 10:30,0
36.15000153,103.3500061,2018/11/3 10:30,0.46250153
36.15000153,103.3500061,2018/11/4 10:30,0.30750275
36.15000153,103.3500061,2018/11/5 10:30,0.22750092
36.15000153,103.3500061,2018/11/6 10:30,0.08000183
36.15000153,103.3500061,2018/11/7 10:30,0
36.15000153,103.3500061,2018/11/8 10:30,0.002502441
36.15000153,103.3500061,2018/11/9 10:30,0.125
36.15000153,103.3500061,2018/11/10 10:30,0
36.15000153,103.3500061,2018/11/11 10:30,0
36.15000153,103.3500061,2018/11/12 10:30,0
36.15000153,103.3500061,2018/11/13 10:30,0.08000183
36.15000153,103.3500061,2018/11/14 10:30,0.25500107
36.15000153,103.3500061,2018/11/15 10:30,0.09000015
36.15000153,103.3500061,2018/11/16 10:30,0.10499954
36.15000153,103.3500061,2018/11/17 10:30,0.22999954
36.15000153,103.3500061,2018/11/18 10:30,0
36.15000153,103.3500061,2018/11/19 10:30,0.002502441
36.15000153,103.3500061,2018/11/20 10:30,0
36.15000153,103.3500061,2018/11/21 10:30,0
36.15000153,103.3500061,2018/11/22 10:30,0
36.15000153,103.3500061,2018/11/23 10:30,0
36.15000153,103.3500061,2018/11/24 10:30,0
36.15000153,103.3500061,2018/11/25 10:30,0
36.15000153,103.3500061,2018/11/26 10:30,0
36.15000153,103.3500061,2018/11/27 10:30,0
36.15000153,103.3500061,2018/11/28 10:30,0
36.15000153,103.3500061,2018/11/29 10:30,0.017501831
36.15000153,103.3500061,2018/11/30 10:30,0
36.15000153,103.3500061,2018/12/1 10:30,0
36.15000153,103.3500061,2018/12/2 10:30,0.002502441
36.15000153,103.3500061,2018/12/3 10:30,0
36.15000153,103.3500061,2018/12/4 10:30,0
36.15000153,103.3500061,2018/12/5 10:30,0
36.15000153,103.3500061,2018/12/6 10:30,0.012500763
36.15000153,103.3500061,2018/12/7 10:30,0
36.15000153,103.3500061,2018/12/8 10:30,0
36.15000153,103.3500061,2018/12/9 10:30,0
36.15000153,103.3500061,2018/12/10 10:30,0
