Latitude,Longitude,Time,shum
36.15000153,103.3500061,2018/6/9 10:30,0.007718001
36.15000153,103.3500061,2018/6/10 10:30,0.0078
36.15000153,103.3500061,2018/6/11 10:30,0.007457001
36.15000153,103.3500061,2018/6/12 10:30,0.008538
36.15000153,103.3500061,2018/6/13 10:30,0.008279001
36.15000153,103.3500061,2018/6/14 10:30,0.006288001
36.15000153,103.3500061,2018/6/15 10:30,0.011155
36.15000153,103.3500061,2018/6/16 10:30,0.008806
36.15000153,103.3500061,2018/6/17 10:30,0.010354
36.15000153,103.3500061,2018/6/18 10:30,0.011685001
36.15000153,103.3500061,2018/6/19 10:30,0.011231001
36.15000153,103.3500061,2018/6/20 10:30,0.012777001
36.15000153,103.3500061,2018/6/21 10:30,0.010391001
36.15000153,103.3500061,2018/6/22 10:30,0.009703
36.15000153,103.3500061,2018/6/23 10:30,0.01229
36.15000153,103.3500061,2018/6/24 10:30,0.013353
36.15000153,103.3500061,2018/6/25 10:30,0.013762
36.15000153,103.3500061,2018/6/26 10:30,0.013129001
36.15000153,103.3500061,2018/6/27 10:30,0.015084
36.15000153,103.3500061,2018/6/28 10:30,0.012779
36.15000153,103.3500061,2018/6/29 10:30,0.012961
36.15000153,103.3500061,2018/6/30 10:30,0.012389001
36.15000153,103.3500061,2018/7/1 10:30,0.01307
36.15000153,103.3500061,2018/7/2 10:30,0.011111001
36.15000153,103.3500061,2018/7/3 10:30,0.010941001
36.15000153,103.3500061,2018/7/4 10:30,0.011493
36.15000153,103.3500061,2018/7/5 10:30,0.011747001
36.15000153,103.3500061,2018/7/6 10:30,0.011932001
36.15000153,103.3500061,2018/7/7 10:30,0.013587001
36.15000153,103.3500061,2018/7/8 10:30,0.013835001
36.15000153,103.3500061,2018/7/9 10:30,0.012885001
36.15000153,103.3500061,2018/7/10 10:30,0.013710001
36.15000153,103.3500061,2018/7/11 10:30,0.012199
36.15000153,103.3500061,2018/7/12 10:30,0.013223001
36.15000153,103.3500061,2018/7/13 10:30,0.009536
36.15000153,103.3500061,2018/7/14 10:30,0.01131
36.15000153,103.3500061,2018/7/15 10:30,0.012439
36.15000153,103.3500061,2018/7/16 10:30,0.011398001
36.15000153,103.3500061,2018/7/17 10:30,0.012139
36.15000153,103.3500061,2018/7/18 10:30,0.014103
36.15000153,103.3500061,2018/7/19 10:30,0.014727
36.15000153,103.3500061,2018/7/20 10:30,0.013496
36.15000153,103.3500061,2018/7/21 10:30,0.009768001
36.15000153,103.3500061,2018/7/22 10:30,0.012901001
36.15000153,103.3500061,2018/7/23 10:30,0.012817
36.15000153,103.3500061,2018/7/24 10:30,0.010849
36.15000153,103.3500061,2018/7/25 10:30,0.011424
36.15000153,103.3500061,2018/7/26 10:30,0.013321
36.15000153,103.3500061,2018/7/27 10:30,0.015914
36.15000153,103.3500061,2018/7/28 10:30,0.014669
36.15000153,103.3500061,2018/7/29 10:30,0.016668
36.15000153,103.3500061,2018/7/30 10:30,0.013091001
36.15000153,103.3500061,2018/7/31 10:30,0.013039
36.15000153,103.3500061,2018/8/1 10:30,0.015645001
36.15000153,103.3500061,2018/8/2 10:30,0.016739
36.15000153,103.3500061,2018/8/3 10:30,0.01608
36.15000153,103.3500061,2018/8/4 10:30,0.014465001
36.15000153,103.3500061,2018/8/5 10:30,0.015429
36.15000153,103.3500061,2018/8/6 10:30,0.015278
36.15000153,103.3500061,2018/8/7 10:30,0.014381001
36.15000153,103.3500061,2018/8/8 10:30,0.016385
36.15000153,103.3500061,2018/8/9 10:30,0.014993001
36.15000153,103.3500061,2018/8/10 10:30,0.013512
36.15000153,103.3500061,2018/8/11 10:30,0.014171001
36.15000153,103.3500061,2018/8/12 10:30,0.01443
36.15000153,103.3500061,2018/8/13 10:30,0.014163001
36.15000153,103.3500061,2018/8/14 10:30,0.015082001
36.15000153,103.3500061,2018/8/15 10:30,0.016486
36.15000153,103.3500061,2018/8/16 10:30,0.011899
36.15000153,103.3500061,2018/8/17 10:30,0.015002
36.15000153,103.3500061,2018/8/18 10:30,0.014633001
36.15000153,103.3500061,2018/8/19 10:30,0.013597
36.15000153,103.3500061,2018/8/20 10:30,0.01658
36.15000153,103.3500061,2018/8/21 10:30,0.012259
36.15000153,103.3500061,2018/8/22 10:30,0.010664
36.15000153,103.3500061,2018/8/23 10:30,0.012563
36.15000153,103.3500061,2018/8/24 10:30,0.013342001
36.15000153,103.3500061,2018/8/25 10:30,0.01305
36.15000153,103.3500061,2018/8/26 10:30,0.013071001
36.15000153,103.3500061,2018/8/27 10:30,0.015092
36.15000153,103.3500061,2018/8/28 10:30,0.014544001
36.15000153,103.3500061,2018/8/29 10:30,0.016956002
36.15000153,103.3500061,2018/8/30 10:30,0.016503
36.15000153,103.3500061,2018/8/31 10:30,0.017870001
36.15000153,103.3500061,2018/9/1 10:30,0.014572
36.15000153,103.3500061,2018/9/2 10:30,0.010322001
36.15000153,103.3500061,2018/9/3 10:30,0.013375
36.15000153,103.3500061,2018/9/4 10:30,0.012787
36.15000153,103.3500061,2018/9/5 10:30,0.009924
36.15000153,103.3500061,2018/9/6 10:30,0.007954
36.15000153,103.3500061,2018/9/7 10:30,0.008711001
36.15000153,103.3500061,2018/9/8 10:30,0.009122001
36.15000153,103.3500061,2018/9/9 10:30,0.009816
36.15000153,103.3500061,2018/9/10 10:30,0.009254001
36.15000153,103.3500061,2018/9/11 10:30,0.010277
36.15000153,103.3500061,2018/9/12 10:30,0.010562001
36.15000153,103.3500061,2018/9/13 10:30,0.009216001
36.15000153,103.3500061,2018/9/14 10:30,0.009253001
36.15000153,103.3500061,2018/9/15 10:30,0.008582
36.15000153,103.3500061,2018/9/16 10:30,0.008723
36.15000153,103.3500061,2018/9/17 10:30,0.009018
36.15000153,103.3500061,2018/9/18 10:30,0.009131001
36.15000153,103.3500061,2018/9/19 10:30,0.0086
36.15000153,103.3500061,2018/9/20 10:30,0.009594001
36.15000153,103.3500061,2018/9/21 10:30,0.008998001
36.15000153,103.3500061,2018/9/22 10:30,0.008037001
36.15000153,103.3500061,2018/9/23 10:30,0.010664
36.15000153,103.3500061,2018/9/24 10:30,0.011776
36.15000153,103.3500061,2018/9/25 10:30,0.01104
36.15000153,103.3500061,2018/9/26 10:30,0.010054001
36.15000153,103.3500061,2018/9/27 10:30,0.0079
36.15000153,103.3500061,2018/9/28 10:30,0.007535001
36.15000153,103.3500061,2018/9/29 10:30,0.005316
36.15000153,103.3500061,2018/9/30 10:30,0.00578
36.15000153,103.3500061,2018/10/1 10:30,0.005751001
36.15000153,103.3500061,2018/10/2 10:30,0.006305
36.15000153,103.3500061,2018/10/3 10:30,0.006533001
36.15000153,103.3500061,2018/10/4 10:30,0.007244
36.15000153,103.3500061,2018/10/5 10:30,0.007234
36.15000153,103.3500061,2018/10/6 10:30,0.00691
36.15000153,103.3500061,2018/10/7 10:30,0.005944001
36.15000153,103.3500061,2018/10/8 10:30,0.005362
36.15000153,103.3500061,2018/10/9 10:30,0.004232001
36.15000153,103.3500061,2018/10/10 10:30,0.004269
36.15000153,103.3500061,2018/10/11 10:30,0.003828
36.15000153,103.3500061,2018/10/12 10:30,0.005298
36.15000153,103.3500061,2018/10/13 10:30,0.006797001
36.15000153,103.3500061,2018/10/14 10:30,0.005750001
36.15000153,103.3500061,2018/10/15 10:30,0.005803
36.15000153,103.3500061,2018/10/16 10:30,0.00626
36.15000153,103.3500061,2018/10/17 10:30,0.006339001
36.15000153,103.3500061,2018/10/18 10:30,0.006971
36.15000153,103.3500061,2018/10/19 10:30,0.007642001
36.15000153,103.3500061,2018/10/20 10:30,0.007661
36.15000153,103.3500061,2018/10/21 10:30,0.005652001
36.15000153,103.3500061,2018/10/22 10:30,0.005486
36.15000153,103.3500061,2018/10/23 10:30,0.005237
36.15000153,103.3500061,2018/10/24 10:30,0.005142
36.15000153,103.3500061,2018/10/25 10:30,0.004971001
36.15000153,103.3500061,2018/10/26 10:30,0.004252
36.15000153,103.3500061,2018/10/27 10:30,0.004265001
36.15000153,103.3500061,2018/10/28 10:30,0.003906
36.15000153,103.3500061,2018/10/29 10:30,0.0031
36.15000153,103.3500061,2018/10/30 10:30,0.003114
36.15000153,103.3500061,2018/10/31 10:30,0.003471
36.15000153,103.3500061,2018/11/1 10:30,0.003124001
36.15000153,103.3500061,2018/11/2 10:30,0.003924001
36.15000153,103.3500061,2018/11/3 10:30,0.004948
36.15000153,103.3500061,2018/11/4 10:30,0.00458
36.15000153,103.3500061,2018/11/5 10:30,0.004346
36.15000153,103.3500061,2018/11/6 10:30,0.004017001
36.15000153,103.3500061,2018/11/7 10:30,0.004005
36.15000153,103.3500061,2018/11/8 10:30,0.003219001
36.15000153,103.3500061,2018/11/9 10:30,0.003145
36.15000153,103.3500061,2018/11/10 10:30,0.004234001
36.15000153,103.3500061,2018/11/11 10:30,0.003321001
36.15000153,103.3500061,2018/11/12 10:30,0.004072001
36.15000153,103.3500061,2018/11/13 10:30,0.003809001
36.15000153,103.3500061,2018/11/14 10:30,0.004073
36.15000153,103.3500061,2018/11/15 10:30,0.00327
36.15000153,103.3500061,2018/11/16 10:30,0.003319001
36.15000153,103.3500061,2018/11/17 10:30,0.00265
36.15000153,103.3500061,2018/11/18 10:30,0.002388001
36.15000153,103.3500061,2018/11/19 10:30,0.002454
36.15000153,103.3500061,2018/11/20 10:30,0.002286
36.15000153,103.3500061,2018/11/21 10:30,0.002391001
36.15000153,103.3500061,2018/11/22 10:30,0.002769001
36.15000153,103.3500061,2018/11/23 10:30,0.002738001
36.15000153,103.3500061,2018/11/24 10:30,0.00288
36.15000153,103.3500061,2018/11/25 10:30,0.002457
36.15000153,103.3500061,2018/11/26 10:30,0.002753001
36.15000153,103.3500061,2018/11/27 10:30,0.002936
36.15000153,103.3500061,2018/11/28 10:30,0.003214
36.15000153,103.3500061,2018/11/29 10:30,0.002901001
36.15000153,103.3500061,2018/11/30 10:30,0.003473001
36.15000153,103.3500061,2018/12/1 10:30,0.002907001
36.15000153,103.3500061,2018/12/2 10:30,0.002534
36.15000153,103.3500061,2018/12/3 10:30,0.002215
36.15000153,103.3500061,2018/12/4 10:30,0.00192
36.15000153,103.3500061,2018/12/5 10:30,0.001754001
36.15000153,103.3500061,2018/12/6 10:30,0.001941001
36.15000153,103.3500061,2018/12/7 10:30,0.001887001
36.15000153,103.3500061,2018/12/8 10:30,0.001495
36.15000153,103.3500061,2018/12/9 10:30,0.001852
36.15000153,103.3500061,2018/12/10 10:30,0.001811
36.15000153,103.3500061,2018/12/11 10:30,0.001268001
36.15000153,103.3500061,2018/12/12 10:30,0.001581
36.15000153,103.3500061,2018/12/13 10:30,0.002177
36.15000153,103.3500061,2018/12/14 10:30,0.002525
36.15000153,103.3500061,2018/12/15 10:30,0.002071001
36.15000153,103.3500061,2018/12/16 10:30,0.001847001
36.15000153,103.3500061,2018/12/17 10:30,0.001420001
36.15000153,103.3500061,2018/12/18 10:30,0.001789
36.15000153,103.3500061,2018/12/19 10:30,0.0012
36.15000153,103.3500061,2018/12/20 10:30,0.001586
36.15000153,103.3500061,2018/12/21 10:30,0.002446
36.15000153,103.3500061,2018/12/22 10:30,0.002196001
36.15000153,103.3500061,2018/12/23 10:30,0.001629001
36.15000153,103.3500061,2018/12/24 10:30,0.001493001
36.15000153,103.3500061,2018/12/25 10:30,0.001933001
36.15000153,103.3500061,2018/12/26 10:30,0.001740001
36.15000153,103.3500061,2018/12/27 10:30,0.001956001
36.15000153,103.3500061,2018/12/28 10:30,0.001512
36.15000153,103.3500061,2018/12/29 10:30,0.0012
36.15000153,103.3500061,2018/12/30 10:30,0.001347
36.15000153,103.3500061,2018/12/31 10:30,0.001594
