Latitude,Longitude,Time,SMCI
36.20000076,103.3000031,2018-02-15 00:00:00,200
36.20000076,103.3000031,2018-02-16 00:00:00,200
36.20000076,103.3000031,2018-02-17 00:00:00,221
36.20000076,103.3000031,2018-02-18 00:00:00,211
36.20000076,103.3000031,2018-02-19 00:00:00,205
36.20000076,103.3000031,2018-02-20 00:00:00,224
36.20000076,103.3000031,2018-02-21 00:00:00,217
36.20000076,103.3000031,2018-02-22 00:00:00,219
36.20000076,103.3000031,2018-02-23 00:00:00,221
36.20000076,103.3000031,2018-02-24 00:00:00,228
36.20000076,103.3000031,2018-02-25 00:00:00,231
36.20000076,103.3000031,2018-02-26 00:00:00,238
36.20000076,103.3000031,2018-02-27 00:00:00,234
36.20000076,103.3000031,2018-02-28 00:00:00,221
36.20000076,103.3000031,2018-03-01 00:00:00,218
36.20000076,103.3000031,2018-03-02 00:00:00,222
36.20000076,103.3000031,2018-03-03 00:00:00,224
36.20000076,103.3000031,2018-03-04 00:00:00,231
36.20000076,103.3000031,2018-03-05 00:00:00,224
36.20000076,103.3000031,2018-03-06 00:00:00,223
36.20000076,103.3000031,2018-03-07 00:00:00,221
36.20000076,103.3000031,2018-03-08 00:00:00,221
36.20000076,103.3000031,2018-03-09 00:00:00,223
36.20000076,103.3000031,2018-03-10 00:00:00,223
36.20000076,103.3000031,2018-03-11 00:00:00,224
36.20000076,103.3000031,2018-03-12 00:00:00,223
36.20000076,103.3000031,2018-03-13 00:00:00,221
36.20000076,103.3000031,2018-03-14 00:00:00,221
36.20000076,103.3000031,2018-03-15 00:00:00,185
36.20000076,103.3000031,2018-03-16 00:00:00,185
36.20000076,103.3000031,2018-03-17 00:00:00,184
36.20000076,103.3000031,2018-03-18 00:00:00,185
36.20000076,103.3000031,2018-03-19 00:00:00,187
36.20000076,103.3000031,2018-03-20 00:00:00,203
36.20000076,103.3000031,2018-03-21 00:00:00,191
36.20000076,103.3000031,2018-03-22 00:00:00,195
36.20000076,103.3000031,2018-03-23 00:00:00,188
36.20000076,103.3000031,2018-03-24 00:00:00,189
36.20000076,103.3000031,2018-03-25 00:00:00,194
36.20000076,103.3000031,2018-03-26 00:00:00,188
36.20000076,103.3000031,2018-03-27 00:00:00,195
36.20000076,103.3000031,2018-03-28 00:00:00,192
36.20000076,103.3000031,2018-03-29 00:00:00,190
36.20000076,103.3000031,2018-03-30 00:00:00,189
36.20000076,103.3000031,2018-03-31 00:00:00,197
36.20000076,103.3000031,2018-04-01 00:00:00,196
36.20000076,103.3000031,2018-04-02 00:00:00,212
36.20000076,103.3000031,2018-04-03 00:00:00,215
36.20000076,103.3000031,2018-04-04 00:00:00,204
36.20000076,103.3000031,2018-04-05 00:00:00,188
36.20000076,103.3000031,2018-04-06 00:00:00,187
36.20000076,103.3000031,2018-04-07 00:00:00,185
36.20000076,103.3000031,2018-04-08 00:00:00,201
36.20000076,103.3000031,2018-04-09 00:00:00,208
36.20000076,103.3000031,2018-04-10 00:00:00,214
36.20000076,103.3000031,2018-04-11 00:00:00,184
36.20000076,103.3000031,2018-04-12 00:00:00,200
36.20000076,103.3000031,2018-04-13 00:00:00,247
36.20000076,103.3000031,2018-04-14 00:00:00,211
36.20000076,103.3000031,2018-04-15 00:00:00,195
36.20000076,103.3000031,2018-04-16 00:00:00,196
36.20000076,103.3000031,2018-04-17 00:00:00,197
36.20000076,103.3000031,2018-04-18 00:00:00,197
36.20000076,103.3000031,2018-04-19 00:00:00,197
36.20000076,103.3000031,2018-04-20 00:00:00,221
36.20000076,103.3000031,2018-04-21 00:00:00,199
36.20000076,103.3000031,2018-04-22 00:00:00,202
36.20000076,103.3000031,2018-04-23 00:00:00,221
36.20000076,103.3000031,2018-04-24 00:00:00,254
36.20000076,103.3000031,2018-04-25 00:00:00,227
36.20000076,103.3000031,2018-04-26 00:00:00,229
36.20000076,103.3000031,2018-04-27 00:00:00,227
36.20000076,103.3000031,2018-04-28 00:00:00,215
36.20000076,103.3000031,2018-04-29 00:00:00,196
36.20000076,103.3000031,2018-04-30 00:00:00,230
36.20000076,103.3000031,2018-05-01 00:00:00,195
36.20000076,103.3000031,2018-05-02 00:00:00,194
36.20000076,103.3000031,2018-05-03 00:00:00,196
36.20000076,103.3000031,2018-05-04 00:00:00,197
36.20000076,103.3000031,2018-05-05 00:00:00,195
36.20000076,103.3000031,2018-05-06 00:00:00,205
36.20000076,103.3000031,2018-05-07 00:00:00,196
36.20000076,103.3000031,2018-05-08 00:00:00,207
36.20000076,103.3000031,2018-05-09 00:00:00,216
36.20000076,103.3000031,2018-05-10 00:00:00,234
36.20000076,103.3000031,2018-05-11 00:00:00,243
36.20000076,103.3000031,2018-05-12 00:00:00,198
36.20000076,103.3000031,2018-05-13 00:00:00,198
36.20000076,103.3000031,2018-05-14 00:00:00,199
36.20000076,103.3000031,2018-05-15 00:00:00,199
36.20000076,103.3000031,2018-05-16 00:00:00,201
36.20000076,103.3000031,2018-05-17 00:00:00,214
36.20000076,103.3000031,2018-05-18 00:00:00,207
36.20000076,103.3000031,2018-05-19 00:00:00,251
36.20000076,103.3000031,2018-05-20 00:00:00,200
36.20000076,103.3000031,2018-05-21 00:00:00,207
36.20000076,103.3000031,2018-05-22 00:00:00,245
36.20000076,103.3000031,2018-05-23 00:00:00,201
36.20000076,103.3000031,2018-05-24 00:00:00,201
36.20000076,103.3000031,2018-05-25 00:00:00,204
36.20000076,103.3000031,2018-05-26 00:00:00,260
36.20000076,103.3000031,2018-05-27 00:00:00,200
36.20000076,103.3000031,2018-05-28 00:00:00,201
36.20000076,103.3000031,2018-05-29 00:00:00,201
36.20000076,103.3000031,2018-05-30 00:00:00,199
36.20000076,103.3000031,2018-05-31 00:00:00,199
36.20000076,103.3000031,2018-06-01 00:00:00,199
36.20000076,103.3000031,2018-06-02 00:00:00,214
36.20000076,103.3000031,2018-06-03 00:00:00,203
36.20000076,103.3000031,2018-06-04 00:00:00,215
36.20000076,103.3000031,2018-06-05 00:00:00,195
36.20000076,103.3000031,2018-06-06 00:00:00,193
36.20000076,103.3000031,2018-06-07 00:00:00,214
36.20000076,103.3000031,2018-06-08 00:00:00,220
36.20000076,103.3000031,2018-06-09 00:00:00,199
36.20000076,103.3000031,2018-06-10 00:00:00,194
36.20000076,103.3000031,2018-06-11 00:00:00,195
36.20000076,103.3000031,2018-06-12 00:00:00,193
36.20000076,103.3000031,2018-06-13 00:00:00,197
36.20000076,103.3000031,2018-06-14 00:00:00,201
36.20000076,103.3000031,2018-06-15 00:00:00,191
36.20000076,103.3000031,2018-06-16 00:00:00,185
36.20000076,103.3000031,2018-06-17 00:00:00,190
36.20000076,103.3000031,2018-06-18 00:00:00,191
36.20000076,103.3000031,2018-06-19 00:00:00,191
36.20000076,103.3000031,2018-06-20 00:00:00,192
36.20000076,103.3000031,2018-06-21 00:00:00,197
36.20000076,103.3000031,2018-06-22 00:00:00,199
36.20000076,103.3000031,2018-06-23 00:00:00,198
36.20000076,103.3000031,2018-06-24 00:00:00,195
36.20000076,103.3000031,2018-06-25 00:00:00,190
36.20000076,103.3000031,2018-06-26 00:00:00,195
36.20000076,103.3000031,2018-06-27 00:00:00,194
36.20000076,103.3000031,2018-06-28 00:00:00,206
36.20000076,103.3000031,2018-06-29 00:00:00,196
36.20000076,103.3000031,2018-06-30 00:00:00,197
36.20000076,103.3000031,2018-07-01 00:00:00,197
36.20000076,103.3000031,2018-07-02 00:00:00,233
36.20000076,103.3000031,2018-07-03 00:00:00,222
36.20000076,103.3000031,2018-07-04 00:00:00,221
36.20000076,103.3000031,2018-07-05 00:00:00,199
36.20000076,103.3000031,2018-07-06 00:00:00,214
36.20000076,103.3000031,2018-07-07 00:00:00,212
36.20000076,103.3000031,2018-07-08 00:00:00,260
36.20000076,103.3000031,2018-07-09 00:00:00,264
36.20000076,103.3000031,2018-07-10 00:00:00,268
36.20000076,103.3000031,2018-07-11 00:00:00,297
36.20000076,103.3000031,2018-07-12 00:00:00,267
36.20000076,103.3000031,2018-07-13 00:00:00,268
36.20000076,103.3000031,2018-07-14 00:00:00,269
36.20000076,103.3000031,2018-07-15 00:00:00,258
36.20000076,103.3000031,2018-07-16 00:00:00,266
36.20000076,103.3000031,2018-07-17 00:00:00,239
36.20000076,103.3000031,2018-07-18 00:00:00,201
36.20000076,103.3000031,2018-07-19 00:00:00,311
36.20000076,103.3000031,2018-07-20 00:00:00,295
36.20000076,103.3000031,2018-07-21 00:00:00,316
36.20000076,103.3000031,2018-07-22 00:00:00,284
36.20000076,103.3000031,2018-07-23 00:00:00,324
36.20000076,103.3000031,2018-07-24 00:00:00,354
36.20000076,103.3000031,2018-07-25 00:00:00,324
36.20000076,103.3000031,2018-07-26 00:00:00,312
36.20000076,103.3000031,2018-07-27 00:00:00,296
36.20000076,103.3000031,2018-07-28 00:00:00,292
36.20000076,103.3000031,2018-07-29 00:00:00,293
36.20000076,103.3000031,2018-07-30 00:00:00,289
36.20000076,103.3000031,2018-07-31 00:00:00,272
36.20000076,103.3000031,2018-08-01 00:00:00,279
36.20000076,103.3000031,2018-08-02 00:00:00,298
36.20000076,103.3000031,2018-08-03 00:00:00,340
36.20000076,103.3000031,2018-08-04 00:00:00,354
36.20000076,103.3000031,2018-08-05 00:00:00,333
36.20000076,103.3000031,2018-08-06 00:00:00,321
36.20000076,103.3000031,2018-08-07 00:00:00,328
36.20000076,103.3000031,2018-08-08 00:00:00,349
36.20000076,103.3000031,2018-08-09 00:00:00,328
36.20000076,103.3000031,2018-08-10 00:00:00,328
36.20000076,103.3000031,2018-08-11 00:00:00,323
36.20000076,103.3000031,2018-08-12 00:00:00,299
36.20000076,103.3000031,2018-08-13 00:00:00,336
36.20000076,103.3000031,2018-08-14 00:00:00,332
36.20000076,103.3000031,2018-08-15 00:00:00,333
36.20000076,103.3000031,2018-08-16 00:00:00,348
36.20000076,103.3000031,2018-08-17 00:00:00,334
36.20000076,103.3000031,2018-08-18 00:00:00,325
36.20000076,103.3000031,2018-08-19 00:00:00,316
36.20000076,103.3000031,2018-08-20 00:00:00,299
36.20000076,103.3000031,2018-08-21 00:00:00,380
36.20000076,103.3000031,2018-08-22 00:00:00,375
36.20000076,103.3000031,2018-08-23 00:00:00,352
36.20000076,103.3000031,2018-08-24 00:00:00,331
36.20000076,103.3000031,2018-08-25 00:00:00,332
36.20000076,103.3000031,2018-08-26 00:00:00,335
36.20000076,103.3000031,2018-08-27 00:00:00,334
36.20000076,103.3000031,2018-08-28 00:00:00,357
36.20000076,103.3000031,2018-08-29 00:00:00,349
36.20000076,103.3000031,2018-08-30 00:00:00,329
36.20000076,103.3000031,2018-08-31 00:00:00,331
36.20000076,103.3000031,2018-09-01 00:00:00,334
36.20000076,103.3000031,2018-09-02 00:00:00,376
36.20000076,103.3000031,2018-09-03 00:00:00,370
36.20000076,103.3000031,2018-09-04 00:00:00,351
36.20000076,103.3000031,2018-09-05 00:00:00,353
36.20000076,103.3000031,2018-09-06 00:00:00,354
36.20000076,103.3000031,2018-09-07 00:00:00,351
36.20000076,103.3000031,2018-09-08 00:00:00,332
36.20000076,103.3000031,2018-09-09 00:00:00,331
36.20000076,103.3000031,2018-09-10 00:00:00,351
36.20000076,103.3000031,2018-09-11 00:00:00,327
36.20000076,103.3000031,2018-09-12 00:00:00,325
36.20000076,103.3000031,2018-09-13 00:00:00,329
36.20000076,103.3000031,2018-09-14 00:00:00,328
36.20000076,103.3000031,2018-09-15 00:00:00,356
36.20000076,103.3000031,2018-09-16 00:00:00,357
36.20000076,103.3000031,2018-09-17 00:00:00,347
36.20000076,103.3000031,2018-09-18 00:00:00,362
36.20000076,103.3000031,2018-09-19 00:00:00,355
36.20000076,103.3000031,2018-09-20 00:00:00,352
36.20000076,103.3000031,2018-09-21 00:00:00,350
36.20000076,103.3000031,2018-09-22 00:00:00,351
36.20000076,103.3000031,2018-09-23 00:00:00,334
36.20000076,103.3000031,2018-09-24 00:00:00,324
36.20000076,103.3000031,2018-09-25 00:00:00,331
36.20000076,103.3000031,2018-09-26 00:00:00,332
36.20000076,103.3000031,2018-09-27 00:00:00,349
36.20000076,103.3000031,2018-09-28 00:00:00,357
36.20000076,103.3000031,2018-09-29 00:00:00,350
36.20000076,103.3000031,2018-09-30 00:00:00,324
36.20000076,103.3000031,2018-10-01 00:00:00,319
36.20000076,103.3000031,2018-10-02 00:00:00,313
36.20000076,103.3000031,2018-10-03 00:00:00,308
36.20000076,103.3000031,2018-10-04 00:00:00,299
36.20000076,103.3000031,2018-10-05 00:00:00,296
36.20000076,103.3000031,2018-10-06 00:00:00,295
36.20000076,103.3000031,2018-10-07 00:00:00,286
36.20000076,103.3000031,2018-10-08 00:00:00,284
36.20000076,103.3000031,2018-10-09 00:00:00,283
36.20000076,103.3000031,2018-10-10 00:00:00,284
36.20000076,103.3000031,2018-10-11 00:00:00,283
36.20000076,103.3000031,2018-10-12 00:00:00,284
36.20000076,103.3000031,2018-10-13 00:00:00,278
36.20000076,103.3000031,2018-10-14 00:00:00,276
36.20000076,103.3000031,2018-10-15 00:00:00,265
36.20000076,103.3000031,2018-10-16 00:00:00,244
36.20000076,103.3000031,2018-10-17 00:00:00,236
36.20000076,103.3000031,2018-10-18 00:00:00,233
36.20000076,103.3000031,2018-10-19 00:00:00,232
36.20000076,103.3000031,2018-10-20 00:00:00,275
36.20000076,103.3000031,2018-10-21 00:00:00,275
36.20000076,103.3000031,2018-10-22 00:00:00,277
36.20000076,103.3000031,2018-10-23 00:00:00,278
36.20000076,103.3000031,2018-10-24 00:00:00,279
36.20000076,103.3000031,2018-10-25 00:00:00,278
36.20000076,103.3000031,2018-10-26 00:00:00,277
36.20000076,103.3000031,2018-10-27 00:00:00,279
36.20000076,103.3000031,2018-10-28 00:00:00,277
36.20000076,103.3000031,2018-10-29 00:00:00,269
36.20000076,103.3000031,2018-10-30 00:00:00,254
36.20000076,103.3000031,2018-10-31 00:00:00,229
36.20000076,103.3000031,2018-11-01 00:00:00,229
36.20000076,103.3000031,2018-11-02 00:00:00,229
36.20000076,103.3000031,2018-11-03 00:00:00,231
36.20000076,103.3000031,2018-11-04 00:00:00,260
36.20000076,103.3000031,2018-11-05 00:00:00,278
36.20000076,103.3000031,2018-11-06 00:00:00,258
36.20000076,103.3000031,2018-11-07 00:00:00,264
36.20000076,103.3000031,2018-11-08 00:00:00,254
36.20000076,103.3000031,2018-11-09 00:00:00,228
36.20000076,103.3000031,2018-11-10 00:00:00,229
36.20000076,103.3000031,2018-11-11 00:00:00,229
36.20000076,103.3000031,2018-11-12 00:00:00,230
36.20000076,103.3000031,2018-11-13 00:00:00,230
36.20000076,103.3000031,2018-11-14 00:00:00,231
36.20000076,103.3000031,2018-11-15 00:00:00,232
36.20000076,103.3000031,2018-11-16 00:00:00,232
36.20000076,103.3000031,2018-11-17 00:00:00,248
36.20000076,103.3000031,2018-11-18 00:00:00,234
36.20000076,103.3000031,2018-11-19 00:00:00,243
36.20000076,103.3000031,2018-11-20 00:00:00,231
36.20000076,103.3000031,2018-11-21 00:00:00,239
36.20000076,103.3000031,2018-11-22 00:00:00,232
36.20000076,103.3000031,2018-11-23 00:00:00,230
36.20000076,103.3000031,2018-11-24 00:00:00,231
36.20000076,103.3000031,2018-11-25 00:00:00,237
36.20000076,103.3000031,2018-11-26 00:00:00,250
36.20000076,103.3000031,2018-11-27 00:00:00,242
36.20000076,103.3000031,2018-11-28 00:00:00,250
36.20000076,103.3000031,2018-11-29 00:00:00,246
36.20000076,103.3000031,2018-11-30 00:00:00,247
36.20000076,103.3000031,2018-12-01 00:00:00,245
36.20000076,103.3000031,2018-12-02 00:00:00,239
36.20000076,103.3000031,2018-12-03 00:00:00,231
36.20000076,103.3000031,2018-12-04 00:00:00,229
36.20000076,103.3000031,2018-12-05 00:00:00,227
36.20000076,103.3000031,2018-12-06 00:00:00,224
36.20000076,103.3000031,2018-12-07 00:00:00,223
36.20000076,103.3000031,2018-12-08 00:00:00,223
36.20000076,103.3000031,2018-12-09 00:00:00,222
36.20000076,103.3000031,2018-12-10 00:00:00,224
36.20000076,103.3000031,2018-12-11 00:00:00,221
36.20000076,103.3000031,2018-12-12 00:00:00,222
36.20000076,103.3000031,2018-12-13 00:00:00,224
36.20000076,103.3000031,2018-12-14 00:00:00,224
36.20000076,103.3000031,2018-12-15 00:00:00,226
36.20000076,103.3000031,2018-12-16 00:00:00,223
36.20000076,103.3000031,2018-12-17 00:00:00,223
36.20000076,103.3000031,2018-12-18 00:00:00,224
36.20000076,103.3000031,2018-12-19 00:00:00,228
36.20000076,103.3000031,2018-12-20 00:00:00,227
36.20000076,103.3000031,2018-12-21 00:00:00,225
36.20000076,103.3000031,2018-12-22 00:00:00,228
36.20000076,103.3000031,2018-12-23 00:00:00,218
36.20000076,103.3000031,2018-12-24 00:00:00,219
36.20000076,103.3000031,2018-12-25 00:00:00,220
36.20000076,103.3000031,2018-12-26 00:00:00,220
36.20000076,103.3000031,2018-12-27 00:00:00,209
36.20000076,103.3000031,2018-12-28 00:00:00,206
36.20000076,103.3000031,2018-12-29 00:00:00,213
36.20000076,103.3000031,2018-12-30 00:00:00,214
36.20000076,103.3000031,2018-12-31 00:00:00,206
